621,0
622,0
623,0
624,1
625,0
626,1
627,1
628,0
629,0
630,0
631,1
632,0
633,0
634,1
635,1
636,1
637,0
638,0
639,1
640,0
641,1
642,0
643,1
644,1
645,0
646,0
647,0
648,1
649,1
650,1
651,0
652,0
653,0
654,0
655,1
656,1
657,1
658,0
659,0
660,0
661,0
662,1
663,0
664,1
665,0
666,1
667,1
668,0
669,0
670,1
671,0
672,1
673,0
674,0
675,1
676,1
677,0
678,0
679,0
680,1
681,1
682,0
683,1
684,1
685,1
686,1
687,1
688,0
689,1
690,1
691,0
692,1
693,1
694,1
695,0
696,1
697,0
698,0
699,0
700,1
701,0
702,1
703,0
704,0
705,1
706,0
707,0
708,1
709,1
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,1
720,0
721,1
722,0
723,1
724,1
725,0
726,0
727,1
728,0
729,1
730,1
731,1
732,1
733,0
734,1
735,1
736,0
737,1
738,1
739,0
740,1
741,1
742,1
743,1
744,0
745,0
746,0
747,1
748,0
749,0
750,1
751,1
752,1
753,1
754,1
755,0
756,1
757,1
758,0
759,1
760,0
761,1
762,0
763,1
764,0
765,1
766,1
767,0
768,1
769,1
770,0
771,1
772,1
773,1
774,1
775,0
776,0
777,1
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,1
786,0
787,0
788,1
789,0
790,0
791,0
792,1
793,0
794,0
795,0
796,0
797,1
798,0
799,0
800,0
801,1
802,0
803,0
804,1
805,0
806,0
807,0
808,1
809,1
810,0
811,0
812,0
813,1
814,0
815,1
816,1
817,0
818,0
819,1
820,1
821,1
822,1
823,0
824,1
825,0
826,1
827,1
828,1
829,0
830,1
831,0
832,1
833,0
834,1
835,0
836,1
837,1
838,1
839,0
840,0
841,0
842,1
843,1
844,0
845,0
846,0
847,0
848,0
849,0
850,1
851,1
852,0
853,0
854,0
855,1
856,1
857,0
858,1
859,0
860,0
861,0
862,1
863,0
864,1
865,1
866,1
867,0
868,1
869,1
870,1
871,0
872,1
873,0
874,0
875,1
876,0
877,0
878,0
879,1
880,0
881,1
